        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Long/E          Lat/N
         2902.0         116.54         -57.61          21.85           30.1            262        14979.7   071°56.861'W    46°00.217'N
         2903.0         116.45         -57.65          21.75           30.0            262        14984.6   071°56.839'W    46°00.220'N
         2904.0         116.36         -57.69          22.70           30.0            261        14989.6   071°56.817'W    46°00.223'N
         2905.0         116.27         -57.72          21.84           29.9            261        14994.6   071°56.795'W    46°00.225'N
         2906.0         116.18         -57.75          21.74           29.8            261        14999.6   071°56.773'W    46°00.228'N
         2907.0         116.08         -57.78          21.64           29.7            261        15004.5   071°56.750'W    46°00.230'N
         2908.0         115.99         -57.82          21.53           29.7            261        15009.5   071°56.726'W    46°00.232'N
         2909.0         115.90         -57.86          21.72           29.6            261        15014.7   071°56.702'W    46°00.234'N
         2910.0         115.80         -57.91          21.62           29.6            261        15019.9   071°56.678'W    46°00.236'N
         2911.0         115.70         -57.96          21.52           29.5            261        15025.2   071°56.654'W    46°00.239'N
         2912.0         115.61         -57.99          21.42           29.6            261        15030.4   071°56.631'W    46°00.242'N
         2913.0         115.51         -58.03          21.31           29.6            261        15035.8   071°56.609'W    46°00.245'N
         2914.0         115.41         -58.06          22.27           29.6            261        15041.0   071°56.588'W    46°00.248'N
         2915.0         115.32         -58.08          22.18           29.6            261        15046.2   071°56.567'W    46°00.251'N
         2916.0         115.23         -58.10          22.09           29.5            261        15051.1   071°56.545'W    46°00.254'N
         2917.0         115.13         -58.12          22.16           29.4            260        15056.3   071°56.523'W    46°00.257'N
         2918.0         115.04         -58.15          21.82           29.3            260        15061.3   071°56.501'W    46°00.259'N
         2919.0         114.95         -58.17          21.74           29.2            260        15066.3   071°56.479'W    46°00.261'N
         2920.0         114.86         -58.19          21.87           29.2            260        15071.2   071°56.455'W    46°00.264'N
         2921.0         114.77         -58.20          21.79           29.2            260        15076.2   071°56.432'W    46°00.267'N
         2922.0         114.68         -58.20          22.74           29.1            260        15081.4   071°56.409'W    46°00.270'N
